location_id,city,province,region
LOC04520,Palu,Jawa Barat,Bali
LOC04521,Banjarmasin,Nusa Tenggara Timur,jabodetabek
LOC04522,Gorontalo,Bali,Jawa Barat
LOC04523,Serang,Jawa Timur,jabodetabek
LOC04524,Binjai,Kalimantan Utara,Jawa Barat
LOC04525,Manado,Maluku Utara,Jawa Barat
LOC04526,Cirebon,Sulawesi Tenggara,jabodetabek
LOC04527,Payakumbuh,Lampung,Jawa Barat
LOC04528,Tangerang,Nusa Tenggara Timur,jabodetabek
LOC04529,Probolinggo,Sulawesi Utara,JAWA TENGAH
LOC04530,Palu,Papua Barat,Jawa Barat
LOC04531,Solok,Sulawesi Tenggara,JAWA TENGAH
LOC04532,Langsa,Jawa Barat,jabodetabek
LOC04533,Jayapura,DI Yogyakarta,Bali
LOC04534,Pontianak,Bali,JAWA TENGAH
LOC04535,Bandar Lampung,Nusa Tenggara Timur,
LOC04536,Kota Administrasi Jakarta Utara,Papua,
LOC04537,Depok,Nusa Tenggara Timur,Bali
LOC04538,Banjarbaru,Kalimantan Tengah,Bali
LOC04539,Mojokerto,Sulawesi Utara,Bali
LOC04540,Kota Administrasi Jakarta Barat,Jawa Barat,JAWA TENGAH
LOC04541,Padangpanjang,Kepulauan Bangka Belitung,JAWA TENGAH
LOC04542,Bukittinggi,Lampung,Bali
LOC04543,Bengkulu,Sumatera Barat,Jawa Barat
LOC04544,Salatiga,Nusa Tenggara Timur,
LOC04545,Depok,Jambi,jabodetabek
LOC04546,Gorontalo,Sumatera Selatan,
LOC04547,Tanjungpinang,Sumatera Selatan,jabodetabek
LOC04548,Metro,Kalimantan Tengah,jabodetabek
LOC04549,Mataram,DI Yogyakarta,jabodetabek
LOC04550,Kota Administrasi Jakarta Barat,Banten,JAWA TENGAH
LOC04551,Batu,Riau,jabodetabek
LOC04552,Padang,Kalimantan Selatan,JAWA TENGAH
LOC04553,Padangpanjang,Sulawesi Selatan,
LOC04554,Batu,Sulawesi Utara,Bali
LOC04555,Bandar Lampung,Jawa Barat,jabodetabek
LOC04556,Madiun,Jawa Barat,JAWA TENGAH
LOC04557,Magelang,Bengkulu,jabodetabek
LOC04558,Cirebon,Jambi,jabodetabek
LOC04559,Makassar,DI Yogyakarta,jabodetabek
LOC04560,Subulussalam,Sulawesi Tengah,Bali
LOC04561,Payakumbuh,Bengkulu,Jawa Barat
LOC04562,Jambi,Jawa Tengah,Jawa Barat
LOC04563,Banjarbaru,Nusa Tenggara Barat,JAWA TENGAH
LOC04564,Padang Sidempuan,Kalimantan Barat,jabodetabek
LOC04565,Gorontalo,Papua Barat,JAWA TENGAH
LOC04566,Madiun,Maluku,JAWA TENGAH
LOC04567,Bitung,Nusa Tenggara Barat,Bali
LOC04568,Palopo,Papua Barat,
LOC04569,Blitar,Sumatera Utara,jabodetabek
LOC04570,Sorong,Sulawesi Tenggara,Bali
LOC04571,Banjarbaru,Sulawesi Selatan,Jawa Barat
LOC04572,Kendari,Sulawesi Tengah,
LOC04573,Tanjungpinang,Riau,
LOC04574,Solok,Sulawesi Tengah,jabodetabek
LOC04575,Pangkalpinang,DKI Jakarta,JAWA TENGAH
LOC04576,Madiun,Jawa Barat,JAWA TENGAH
LOC04577,Prabumulih,Kalimantan Timur,JAWA TENGAH
LOC04578,Banjar,Sulawesi Tenggara,jabodetabek
LOC04579,Pariaman,Nusa Tenggara Timur,Bali
LOC04580,Manado,Sulawesi Utara,JAWA TENGAH
LOC04581,Pariaman,Nusa Tenggara Barat,JAWA TENGAH
LOC04582,Binjai,Jawa Tengah,Bali
LOC04583,Kota Administrasi Jakarta Selatan,Maluku Utara,jabodetabek
LOC04584,Palopo,Kepulauan Riau,Bali
LOC04585,Bekasi,Sulawesi Selatan,JAWA TENGAH
LOC04586,Padangpanjang,Papua Barat,jabodetabek
LOC04587,Singkawang,Kalimantan Barat,JAWA TENGAH
LOC04588,Bima,Sumatera Utara,Jawa Barat
LOC04589,Batu,Lampung,
LOC04590,Pontianak,Sulawesi Tenggara,
LOC04591,Pangkalpinang,Kalimantan Tengah,jabodetabek
LOC04592,Yogyakarta,Sumatera Selatan,Jawa Barat
LOC04593,Magelang,Sumatera Barat,Bali
LOC04594,Tidore Kepulauan,Kalimantan Utara,JAWA TENGAH
LOC04595,Banjar,Bali,JAWA TENGAH
LOC04596,Sawahlunto,Nusa Tenggara Barat,
LOC04597,Jayapura,Maluku,jabodetabek
LOC04598,Ambon,DI Yogyakarta,
LOC04599,Surakarta,Sumatera Selatan,jabodetabek
LOC04600,Probolinggo,Nusa Tenggara Barat,
LOC04601,Lubuklinggau,Papua Barat,Bali
LOC04602,Padangpanjang,Kepulauan Riau,Jawa Barat
LOC04603,Pangkalpinang,Sulawesi Barat,Bali
LOC04604,Pagaralam,Sulawesi Tenggara,
LOC04605,Bogor,Jawa Tengah,jabodetabek
LOC04606,Palopo,Kalimantan Utara,Jawa Barat
LOC04607,Serang,Bali,
LOC04608,Parepare,Kalimantan Selatan,jabodetabek
LOC04609,Sungai Penuh,Sumatera Utara,Jawa Barat
LOC04610,Yogyakarta,Papua Barat,Bali
LOC04611,Kota Administrasi Jakarta Pusat,Nusa Tenggara Barat,jabodetabek
LOC04612,Payakumbuh,Bali,jabodetabek
LOC04613,Parepare,Jawa Timur,jabodetabek
LOC04614,Bau-Bau,Jambi,jabodetabek
LOC04615,Medan,Kepulauan Riau,jabodetabek
LOC04616,Cirebon,Riau,Bali
LOC04617,Probolinggo,Kalimantan Tengah,Bali
LOC04618,Pangkalpinang,Sumatera Selatan,Jawa Barat
LOC04619,Depok,Jambi,Jawa Barat
LOC04620,Madiun,Sulawesi Selatan,JAWA TENGAH
LOC04621,Bandung,Kalimantan Tengah,
LOC04622,Bitung,Nusa Tenggara Barat,
LOC04623,Gorontalo,Sulawesi Barat,
LOC04624,Mojokerto,Aceh,jabodetabek
LOC04625,Batam,Jambi,Jawa Barat
LOC04626,Kota Administrasi Jakarta Selatan,Bengkulu,
LOC04627,Batu,Jambi,Bali
LOC04628,Sibolga,Jawa Barat,
LOC04629,Tidore Kepulauan,Bali,JAWA TENGAH
LOC04630,Madiun,Riau,jabodetabek
LOC04631,Kota Administrasi Jakarta Pusat,Maluku Utara,
LOC04632,Balikpapan,Sumatera Barat,Jawa Barat
LOC04633,Kendari,Jawa Barat,JAWA TENGAH
LOC04634,Singkawang,Nusa Tenggara Barat,
LOC04635,Kota Administrasi Jakarta Utara,Sumatera Barat,
LOC04636,Pekalongan,Lampung,Bali
LOC04637,Medan,Banten,Jawa Barat
LOC04638,Pekanbaru,Gorontalo,
LOC04639,Pagaralam,Riau,Bali
LOC04640,Bandung,Kalimantan Tengah,jabodetabek
LOC04641,Tanjungbalai,Kalimantan Timur,jabodetabek
LOC04642,Makassar,Gorontalo,Jawa Barat
LOC04643,Lhokseumawe,Papua,Jawa Barat
LOC04644,Pasuruan,Jawa Barat,JAWA TENGAH
LOC04645,Subulussalam,Kepulauan Bangka Belitung,Jawa Barat
LOC04646,Bontang,Papua,JAWA TENGAH
LOC04647,Lubuklinggau,Aceh,
LOC04648,Tarakan,Sumatera Selatan,Jawa Barat
LOC04649,Binjai,Bengkulu,Jawa Barat
LOC04650,Pekalongan,DI Yogyakarta,Jawa Barat
LOC04651,Salatiga,DKI Jakarta,jabodetabek
LOC04652,Padang Sidempuan,Maluku,Jawa Barat
LOC04653,Cilegon,Sumatera Barat,JAWA TENGAH
LOC04654,Tanjungbalai,Maluku Utara,Bali
LOC04655,Binjai,Papua Barat,Bali
LOC04656,Pekalongan,Kalimantan Timur,jabodetabek
LOC04657,Bogor,Papua,Jawa Barat
LOC04658,Cimahi,Maluku,Bali
LOC04659,Gorontalo,Aceh,Jawa Barat
LOC04660,Padang Sidempuan,Kepulauan Riau,JAWA TENGAH
LOC04661,Binjai,Banten,Bali
LOC04662,Jayapura,Jambi,Bali
LOC04663,Pematangsiantar,Kepulauan Riau,jabodetabek
LOC04664,Semarang,Sulawesi Selatan,JAWA TENGAH
LOC04665,Cilegon,Sulawesi Barat,Jawa Barat
LOC04666,Bandar Lampung,Kalimantan Barat,jabodetabek
LOC04667,Dumai,Jambi,jabodetabek
LOC04668,Pekanbaru,Aceh,Jawa Barat
LOC04669,Subulussalam,Bengkulu,JAWA TENGAH
LOC04670,Payakumbuh,Sulawesi Barat,Jawa Barat
LOC04671,Kupang,Jawa Timur,jabodetabek
LOC04672,Kendari,Sumatera Barat,JAWA TENGAH
LOC04673,Padang Sidempuan,Nusa Tenggara Barat,JAWA TENGAH
LOC04674,Tidore Kepulauan,Kalimantan Timur,JAWA TENGAH
LOC04675,Sorong,Gorontalo,Jawa Barat
LOC04676,Pagaralam,Gorontalo,
LOC04677,Banjarbaru,Kalimantan Barat,JAWA TENGAH
LOC04678,Salatiga,Nusa Tenggara Timur,jabodetabek
LOC04679,Bogor,Kalimantan Tengah,Jawa Barat
LOC04680,Prabumulih,Sumatera Utara,Jawa Barat
LOC04681,Semarang,Nusa Tenggara Timur,JAWA TENGAH
LOC04682,Bandung,Papua Barat,JAWA TENGAH
LOC04683,Kota Administrasi Jakarta Pusat,Sulawesi Utara,Jawa Barat
LOC04684,Palangkaraya,Sumatera Selatan,JAWA TENGAH
LOC04685,Surakarta,Kalimantan Utara,JAWA TENGAH
LOC04686,Magelang,Nusa Tenggara Timur,Jawa Barat
LOC04687,Bima,Maluku,Jawa Barat
LOC04688,Medan,Sumatera Selatan,
LOC04689,Payakumbuh,Sulawesi Tenggara,
LOC04690,Kendari,DKI Jakarta,Bali
LOC04691,Blitar,Maluku,Jawa Barat
LOC04692,Padangpanjang,Aceh,Jawa Barat
LOC04693,Tarakan,Papua,jabodetabek
LOC04694,Semarang,Jambi,jabodetabek
LOC04695,Kota Administrasi Jakarta Pusat,Maluku Utara,
LOC04696,Tegal,Kalimantan Tengah,Bali
LOC04697,Bandar Lampung,Kepulauan Bangka Belitung,JAWA TENGAH
LOC04698,Prabumulih,Gorontalo,JAWA TENGAH
LOC04699,Probolinggo,Maluku Utara,JAWA TENGAH
LOC04700,Binjai,Kalimantan Tengah,JAWA TENGAH
LOC04701,Bekasi,Kalimantan Tengah,Jawa Barat
LOC04702,Kota Administrasi Jakarta Timur,Maluku,Bali
LOC04703,Cimahi,Sulawesi Tengah,jabodetabek
LOC04704,Sungai Penuh,Kalimantan Tengah,jabodetabek
LOC04705,Lhokseumawe,Banten,jabodetabek
LOC04706,Palembang,Aceh,Jawa Barat
LOC04707,Depok,Sumatera Barat,JAWA TENGAH
LOC04708,Langsa,Jambi,
LOC04709,Parepare,Jambi,JAWA TENGAH
LOC04710,Makassar,Jambi,Bali
LOC04711,Tegal,Sulawesi Selatan,Jawa Barat
LOC04712,Parepare,Jambi,Jawa Barat
LOC04713,Pontianak,Kalimantan Barat,Bali
LOC04714,Tidore Kepulauan,DI Yogyakarta,
LOC04715,Tanjungpinang,Kalimantan Barat,jabodetabek
LOC04716,Probolinggo,Riau,JAWA TENGAH
LOC04717,Kota Administrasi Jakarta Timur,Lampung,JAWA TENGAH
LOC04718,Kediri,Bengkulu,jabodetabek
LOC04719,Prabumulih,Aceh,
LOC04720,Palu,Kalimantan Barat,
LOC04721,Sabang,DKI Jakarta,JAWA TENGAH
LOC04722,Prabumulih,Jawa Barat,JAWA TENGAH
LOC04723,Pasuruan,Nusa Tenggara Barat,jabodetabek
LOC04724,Tanjungpinang,Jambi,jabodetabek
LOC04725,Kota Administrasi Jakarta Barat,Riau,Jawa Barat
LOC04726,Padangpanjang,Banten,Bali
LOC04727,Jambi,Nusa Tenggara Timur,Jawa Barat
LOC04728,Banjar,Sulawesi Utara,Jawa Barat
LOC04729,Tegal,Jawa Tengah,Bali
LOC04730,Surabaya,Gorontalo,jabodetabek
LOC04731,Surabaya,Riau,JAWA TENGAH
LOC04732,Madiun,Sumatera Selatan,jabodetabek
LOC04733,Palu,Aceh,JAWA TENGAH
LOC04734,Kediri,Riau,jabodetabek
LOC04735,Blitar,Gorontalo,JAWA TENGAH
LOC04736,Parepare,Nusa Tenggara Barat,jabodetabek
LOC04737,Padang Sidempuan,Kepulauan Bangka Belitung,JAWA TENGAH
LOC04738,Solok,Sulawesi Barat,Jawa Barat
LOC04739,Pagaralam,Papua Barat,JAWA TENGAH
LOC04740,Surakarta,Banten,JAWA TENGAH
LOC04741,Tangerang Selatan,Sumatera Selatan,JAWA TENGAH
LOC04742,Kota Administrasi Jakarta Utara,Gorontalo,
LOC04743,Balikpapan,Jawa Timur,Jawa Barat
LOC04744,Kota Administrasi Jakarta Timur,Nusa Tenggara Barat,jabodetabek
LOC04745,Padang Sidempuan,Kepulauan Riau,jabodetabek
LOC04746,Semarang,DKI Jakarta,
LOC04747,Probolinggo,Nusa Tenggara Barat,Jawa Barat
LOC04748,Jayapura,Banten,
LOC04749,Solok,Kalimantan Barat,
LOC04750,Kota Administrasi Jakarta Barat,Jambi,jabodetabek
LOC04751,Blitar,Kalimantan Barat,jabodetabek
LOC04752,Singkawang,Kalimantan Tengah,jabodetabek
LOC04753,Pariaman,Maluku,Bali
LOC04754,Bontang,Bengkulu,Bali
LOC04755,Jayapura,Maluku Utara,jabodetabek
LOC04756,Mojokerto,DI Yogyakarta,jabodetabek
LOC04757,Bengkulu,DKI Jakarta,Jawa Barat
LOC04758,Pekalongan,Sumatera Barat,
LOC04759,Padang Sidempuan,Kepulauan Riau,Bali
LOC04760,Mataram,Sulawesi Selatan,JAWA TENGAH
LOC04761,Batu,Nusa Tenggara Timur,
LOC04762,Kota Administrasi Jakarta Timur,Kalimantan Timur,JAWA TENGAH
LOC04763,Pematangsiantar,Sumatera Utara,Bali
LOC04764,Pasuruan,Kalimantan Tengah,JAWA TENGAH
LOC04765,Sorong,Nusa Tenggara Barat,jabodetabek
LOC04766,Bontang,Sumatera Selatan,
LOC04767,Tidore Kepulauan,Papua Barat,Bali
LOC04768,Kota Administrasi Jakarta Selatan,Lampung,jabodetabek
LOC04769,Tanjungbalai,Kalimantan Timur,
LOC04770,Gorontalo,Kalimantan Barat,JAWA TENGAH
LOC04771,Tanjungbalai,Kalimantan Barat,Jawa Barat
LOC04772,Mataram,Kepulauan Bangka Belitung,JAWA TENGAH
LOC04773,Probolinggo,Jambi,JAWA TENGAH
LOC04774,Banda Aceh,Kalimantan Selatan,Jawa Barat
LOC04775,Padang,Maluku Utara,jabodetabek
LOC04776,Ternate,DI Yogyakarta,
LOC04777,Semarang,DKI Jakarta,Jawa Barat
LOC04778,Palembang,Nusa Tenggara Barat,Bali
LOC04779,Banjarmasin,Riau,jabodetabek
LOC04780,Sabang,Nusa Tenggara Barat,
LOC04781,Tanjungpinang,Jawa Tengah,Jawa Barat
LOC04782,Pariaman,Papua Barat,jabodetabek
LOC04783,Serang,Banten,Jawa Barat
LOC04784,Tangerang Selatan,Sulawesi Utara,jabodetabek
LOC04785,Pasuruan,Bengkulu,Jawa Barat
LOC04786,Serang,DKI Jakarta,jabodetabek
LOC04787,Medan,DI Yogyakarta,jabodetabek
LOC04788,Serang,Banten,jabodetabek
LOC04789,Kota Administrasi Jakarta Pusat,DI Yogyakarta,Jawa Barat
LOC04790,Pekalongan,Bengkulu,Bali
LOC04791,Bengkulu,Nusa Tenggara Barat,Jawa Barat
LOC04792,Cirebon,Aceh,Jawa Barat
LOC04793,Sawahlunto,Kepulauan Riau,JAWA TENGAH
LOC04794,Sabang,Aceh,jabodetabek
LOC04795,Palembang,Sulawesi Tenggara,Jawa Barat
LOC04796,Cilegon,Sumatera Utara,JAWA TENGAH
LOC04797,Meulaboh,Kalimantan Barat,Jawa Barat
LOC04798,Banjarmasin,Sulawesi Tenggara,JAWA TENGAH
LOC04799,Kupang,Kalimantan Timur,Bali
LOC04800,Metro,Kalimantan Tengah,Bali
LOC04801,Cilegon,Aceh,JAWA TENGAH
LOC04802,Bima,Bengkulu,Jawa Barat
LOC04803,Magelang,Kalimantan Timur,Bali
LOC04804,Kota Administrasi Jakarta Selatan,DI Yogyakarta,JAWA TENGAH
LOC04805,Tual,Jawa Barat,jabodetabek
LOC04806,Balikpapan,Riau,jabodetabek
LOC04807,Sabang,Jambi,
LOC04808,Bogor,Sulawesi Barat,Jawa Barat
LOC04809,Banjar,Sulawesi Tengah,jabodetabek
LOC04810,Pekalongan,Kalimantan Tengah,Jawa Barat
LOC04811,Ternate,Sulawesi Barat,
LOC04812,Bandung,Maluku Utara,Bali
LOC04813,Surakarta,Sumatera Selatan,
LOC04814,Samarinda,Nusa Tenggara Timur,
LOC04815,Padang Sidempuan,Papua,Bali
LOC04816,Padang,Nusa Tenggara Barat,Bali
LOC04817,Bontang,Nusa Tenggara Timur,JAWA TENGAH
LOC04818,Tidore Kepulauan,Kalimantan Timur,
LOC04819,Bima,Papua Barat,
LOC04820,Kediri,Kalimantan Barat,JAWA TENGAH
LOC04821,Tasikmalaya,Kalimantan Tengah,jabodetabek
LOC04822,Mojokerto,Gorontalo,JAWA TENGAH
LOC04823,Probolinggo,Gorontalo,
LOC04824,Tanjungpinang,Sulawesi Tenggara,jabodetabek
LOC04825,Palembang,Jambi,Jawa Barat
LOC04826,Kediri,Maluku Utara,Jawa Barat
LOC04827,Singkawang,Bali,
LOC04828,Palu,Jawa Timur,Bali
LOC04829,Subulussalam,DKI Jakarta,Bali
LOC04830,Kotamobagu,Sumatera Barat,JAWA TENGAH
LOC04831,Palopo,Gorontalo,Jawa Barat
LOC04832,Meulaboh,Jambi,
LOC04833,Magelang,Jawa Barat,Jawa Barat
LOC04834,Makassar,Papua,jabodetabek
LOC04835,Payakumbuh,Kalimantan Barat,
LOC04836,Bau-Bau,Maluku,Jawa Barat
LOC04837,Balikpapan,Kalimantan Tengah,jabodetabek
LOC04838,Bau-Bau,Nusa Tenggara Barat,jabodetabek
LOC04839,Cirebon,Maluku Utara,Jawa Barat
LOC04840,Cimahi,Bengkulu,jabodetabek
LOC04841,Pagaralam,Riau,JAWA TENGAH
LOC04842,Tarakan,DI Yogyakarta,Jawa Barat
LOC04843,Dumai,Kalimantan Utara,JAWA TENGAH
LOC04844,Medan,Jambi,jabodetabek
LOC04845,Dumai,Sulawesi Tenggara,
LOC04846,Batu,Kalimantan Timur,JAWA TENGAH
LOC04847,Bau-Bau,Jawa Tengah,Bali
LOC04848,Bau-Bau,Nusa Tenggara Barat,jabodetabek
LOC04849,Depok,DKI Jakarta,jabodetabek
LOC04850,Balikpapan,Kalimantan Selatan,
LOC04851,Palembang,Bali,
LOC04852,Palopo,Papua,
LOC04853,Bukittinggi,Jawa Tengah,jabodetabek
LOC04854,Tarakan,Jambi,Jawa Barat
LOC04855,Pematangsiantar,Kalimantan Barat,jabodetabek
LOC04856,Kota Administrasi Jakarta Pusat,Kalimantan Barat,Jawa Barat
LOC04857,Meulaboh,Jambi,Jawa Barat
LOC04858,Padang Sidempuan,Jawa Barat,JAWA TENGAH
LOC04859,Kota Administrasi Jakarta Utara,Lampung,JAWA TENGAH
LOC04860,Palopo,Bali,Jawa Barat
LOC04861,Probolinggo,Papua Barat,
LOC04862,Tebingtinggi,Jawa Barat,Bali
LOC04863,Bandar Lampung,Kepulauan Riau,jabodetabek
LOC04864,Padangpanjang,Jawa Tengah,JAWA TENGAH
LOC04865,Samarinda,Kalimantan Tengah,JAWA TENGAH
LOC04866,Bima,Jawa Barat,jabodetabek
LOC04867,Probolinggo,DKI Jakarta,
LOC04868,Bitung,Sumatera Barat,JAWA TENGAH
LOC04869,Padang,Sulawesi Tenggara,Jawa Barat
LOC04870,Subulussalam,Banten,Jawa Barat
LOC04871,Surabaya,Kalimantan Barat,
LOC04872,Sibolga,DKI Jakarta,
LOC04873,Lhokseumawe,Sumatera Selatan,Jawa Barat
LOC04874,Kediri,Banten,jabodetabek
LOC04875,Dumai,Kepulauan Riau,Bali
LOC04876,Kediri,Kalimantan Utara,Bali
LOC04877,Tegal,Sumatera Selatan,Bali
LOC04878,Surabaya,Kepulauan Riau,Bali
LOC04879,Bengkulu,Kalimantan Utara,
LOC04880,Cimahi,Sulawesi Barat,jabodetabek
LOC04881,Ternate,Jawa Tengah,jabodetabek
LOC04882,Bekasi,Kalimantan Timur,Jawa Barat
LOC04883,Pasuruan,Sulawesi Barat,
LOC04884,Dumai,Sulawesi Selatan,JAWA TENGAH
LOC04885,Kendari,Kalimantan Barat,Bali
LOC04886,Ambon,Sulawesi Selatan,
LOC04887,Kediri,Riau,jabodetabek
LOC04888,Madiun,Sulawesi Tenggara,
LOC04889,Pontianak,Sulawesi Selatan,Bali
LOC04890,Pagaralam,Gorontalo,jabodetabek
LOC04891,Semarang,Kalimantan Tengah,jabodetabek
LOC04892,Pangkalpinang,Riau,
LOC04893,Parepare,Banten,JAWA TENGAH
LOC04894,Kendari,Kalimantan Tengah,Bali
LOC04895,Sukabumi,Lampung,
LOC04896,Surakarta,Nusa Tenggara Barat,Bali
LOC04897,Medan,Sumatera Barat,
LOC04898,Padangpanjang,Sumatera Barat,Jawa Barat
LOC04899,Banjarmasin,Jawa Timur,jabodetabek
LOC04900,Padang,Papua Barat,JAWA TENGAH
LOC04901,Kota Administrasi Jakarta Selatan,Jawa Tengah,Bali
LOC04902,Binjai,Maluku,Bali
LOC04903,Manado,Sulawesi Utara,
LOC04904,Sabang,Sumatera Utara,JAWA TENGAH
LOC04905,Tegal,Maluku,
LOC04906,Magelang,Riau,
LOC04907,Padangpanjang,Sulawesi Tenggara,JAWA TENGAH
LOC04908,Palembang,Jawa Tengah,
LOC04909,Subulussalam,Aceh,Jawa Barat
LOC04910,Depok,Jambi,Jawa Barat
LOC04911,Depok,Jawa Timur,Bali
LOC04912,Salatiga,Sulawesi Utara,JAWA TENGAH
LOC04913,Padangpanjang,Gorontalo,jabodetabek
LOC04914,Bekasi,Jawa Barat,jabodetabek
LOC04915,Gorontalo,Sulawesi Utara,
LOC04916,Ternate,Lampung,Jawa Barat
LOC04917,Tangerang Selatan,Jawa Timur,Jawa Barat
LOC04918,Madiun,Kalimantan Utara,jabodetabek
LOC04919,Madiun,Kalimantan Tengah,Bali
LOC04920,Magelang,Papua,jabodetabek
LOC04921,Cilegon,Nusa Tenggara Timur,jabodetabek
LOC04922,Bengkulu,Kalimantan Barat,
LOC04923,Tarakan,Nusa Tenggara Barat,Jawa Barat
LOC04924,Kendari,Bengkulu,
LOC04925,Tasikmalaya,Sulawesi Barat,Jawa Barat
LOC04926,Bima,Maluku,Bali
LOC04927,Dumai,Maluku,Bali
LOC04928,Cilegon,Kalimantan Timur,Bali
LOC04929,Pekanbaru,Kalimantan Utara,Jawa Barat
LOC04930,Ambon,Gorontalo,Bali
LOC04931,Tarakan,Kalimantan Utara,
LOC04932,Balikpapan,DKI Jakarta,
LOC04933,Pontianak,Kalimantan Barat,
LOC04934,Ambon,Sulawesi Selatan,
LOC04935,Bandung,Aceh,Jawa Barat
LOC04936,Cimahi,Nusa Tenggara Timur,
LOC04937,Tanjungbalai,Kalimantan Barat,Bali
LOC04938,Meulaboh,Kalimantan Barat,Bali
LOC04939,Pangkalpinang,Aceh,
LOC04940,Ambon,Kepulauan Riau,jabodetabek
LOC04941,Tanjungpinang,Kalimantan Barat,
LOC04942,Balikpapan,Sulawesi Tenggara,Bali
LOC04943,Pariaman,DI Yogyakarta,jabodetabek
LOC04944,Metro,Kepulauan Bangka Belitung,
LOC04945,Banjar,Maluku,Bali
LOC04946,Denpasar,Jawa Barat,jabodetabek
LOC04947,Madiun,Sulawesi Tengah,JAWA TENGAH
LOC04948,Bekasi,Lampung,
LOC04949,Jambi,Papua,Jawa Barat
LOC04950,Bukittinggi,Aceh,
LOC04951,Parepare,Banten,Bali
LOC04952,Cirebon,Jawa Barat,
LOC04953,Tual,Nusa Tenggara Barat,
LOC04954,Binjai,DI Yogyakarta,jabodetabek
LOC04955,Bau-Bau,DKI Jakarta,
LOC04956,Cilegon,Banten,Bali
LOC04957,Lhokseumawe,Sulawesi Barat,JAWA TENGAH
LOC04958,Bontang,Papua Barat,
LOC04959,Probolinggo,DI Yogyakarta,Jawa Barat
LOC04960,Tasikmalaya,Bengkulu,jabodetabek
LOC04961,Jambi,Nusa Tenggara Timur,
LOC04962,Subulussalam,Jawa Barat,Bali
LOC04963,Bukittinggi,Banten,jabodetabek
LOC04964,Dumai,Jawa Tengah,Jawa Barat
LOC04965,Kota Administrasi Jakarta Timur,Riau,JAWA TENGAH
LOC04966,Magelang,Sulawesi Selatan,jabodetabek
LOC04967,Banjar,Kalimantan Utara,Bali
LOC04968,Pekalongan,Bali,jabodetabek
LOC04969,Pematangsiantar,Maluku Utara,JAWA TENGAH
LOC04970,Pontianak,Sumatera Selatan,Jawa Barat
LOC04971,Pekalongan,Nusa Tenggara Timur,Jawa Barat
LOC04972,Surabaya,DKI Jakarta,JAWA TENGAH
LOC04973,Pagaralam,Lampung,jabodetabek
LOC04974,Yogyakarta,Riau,JAWA TENGAH
LOC04975,Sorong,Kalimantan Utara,JAWA TENGAH
LOC04976,Purwokerto,Papua Barat,
LOC04977,Kota Administrasi Jakarta Utara,Papua Barat,Bali
LOC04978,Cilegon,Sumatera Selatan,Bali
LOC04979,Kotamobagu,Sumatera Barat,JAWA TENGAH
LOC04980,Medan,Jawa Tengah,jabodetabek
LOC04981,Langsa,Maluku,Bali
LOC04982,Tual,Kalimantan Barat,jabodetabek
LOC04983,Mataram,Maluku Utara,Bali
LOC04984,Metro,Jambi,Jawa Barat
LOC04985,Pangkalpinang,Kalimantan Utara,Jawa Barat
LOC04986,Denpasar,Aceh,
LOC04987,Kota Administrasi Jakarta Utara,Sulawesi Selatan,Bali
LOC04988,Pontianak,Papua,Jawa Barat
LOC04989,Palu,Sulawesi Selatan,
LOC04990,Kota Administrasi Jakarta Timur,Lampung,jabodetabek
LOC04991,Tebingtinggi,Jawa Barat,Jawa Barat
LOC04992,Pagaralam,Papua,JAWA TENGAH
LOC04993,Medan,Sulawesi Tenggara,Jawa Barat
LOC04994,Cilegon,Kalimantan Timur,JAWA TENGAH
LOC04995,Bandung,Kalimantan Utara,Jawa Barat
LOC04996,Tual,Papua Barat,Bali
LOC04997,Bekasi,Kalimantan Barat,Bali
LOC04998,Bandung,Sulawesi Barat,Bali
LOC04999,Tasikmalaya,Bali,
LOC05000,Medan,Papua Barat,JAWA TENGAH
LOC05001,Surakarta,Kalimantan Timur,jabodetabek
LOC05002,Banjarmasin,Sulawesi Barat,JAWA TENGAH
LOC05003,Pasuruan,Sulawesi Utara,Bali
LOC05004,Palu,Sulawesi Selatan,Bali
LOC05005,Pagaralam,Kalimantan Utara,Bali
LOC05006,Kota Administrasi Jakarta Pusat,Kepulauan Bangka Belitung,
LOC05007,Pekalongan,Bengkulu,
LOC05008,Kota Administrasi Jakarta Utara,Sumatera Utara,jabodetabek
LOC05009,Surakarta,Kepulauan Riau,
LOC05010,Langsa,Sumatera Utara,jabodetabek
LOC05011,Padangpanjang,Papua Barat,Bali
LOC05012,Purwokerto,Banten,JAWA TENGAH
LOC05013,Bukittinggi,Bengkulu,Bali
LOC05014,Ternate,Jambi,jabodetabek
LOC05015,Tual,Papua,jabodetabek
LOC05016,Pekanbaru,Lampung,jabodetabek
LOC05017,Tanjungpinang,Kepulauan Bangka Belitung,Bali
LOC05018,Ternate,Kalimantan Barat,Jawa Barat
LOC05019,Serang,Nusa Tenggara Timur,jabodetabek
LOC05020,Parepare,DKI Jakarta,Jawa Barat
LOC05021,Tangerang,Gorontalo,jabodetabek
LOC05022,Banjarmasin,Nusa Tenggara Barat,Jawa Barat
LOC05023,Singkawang,Banten,jabodetabek
LOC05024,Medan,Sumatera Barat,jabodetabek
LOC05025,Banda Aceh,Kepulauan Bangka Belitung,
LOC05026,Solok,Jawa Barat,Jawa Barat
LOC05027,Lhokseumawe,Riau,
