order_id,customer_id,driver_id,service_id,payment_id,location_id,time_id,price,distance,discount,order_status
ORD03861,CUST04290,DRV09545,SRV02,PAY01,LOC00084,T2023032620,196013,3.39,5000,completed
ORD03862,CUST02501,DRV01054,SRV03,PAY02,LOC08188,T2024013004,138223,10.17,5000,cancelled
ORD03863,CUST01591,DRV02219,SRV01,PAY03,LOC06383,T2023011613,150898,7.7,0,completed
ORD03864,CUST06621,DRV09549,SRV02,PAY01,LOC04933,T2023010518,148251,8.8,10000,completed
ORD03865,CUST04714,DRV08520,SRV02,PAY03,LOC09945,T2023060214,159776,15.06,10000,COMPLETED
ORD03866,CUST04785,DRV07540,SRV02,PAY02,LOC01084,T2023122414,26457,9.84,0,COMPLETED
ORD03867,CUST09951,DRV08242,SRV01,PAY02,LOC00655,T2023081103,22073,19.76,0,completed
ORD03868,CUST01135,DRV05206,SRV02,PAY01,LOC09375,T2023030115,93897,2.97,0,completed
ORD03869,CUST03807,DRV09151,SRV01,PAY02,LOC01934,T2023092723,143907,6.15,0,
ORD03870,CUST04977,DRV06384,SRV03,PAY03,LOC00506,T2023051210,186004,14.4,0,
ORD03871,CUST05987,DRV09505,SRV02,PAY01,LOC07164,T2024020219,58075,7.13,0,COMPLETED
ORD03872,CUST07038,DRV05778,SRV03,PAY02,LOC08392,T2023111819,122034,19.09,0,COMPLETED
ORD03873,CUST01430,DRV03179,SRV02,PAY03,LOC08357,T2023032119,140720,13.02,10000,completed
ORD03874,CUST04309,DRV03228,SRV03,PAY01,LOC01714,T2024013009,129950,15.25,0,cancelled
ORD03875,CUST06492,DRV03670,SRV02,PAY01,LOC08077,T2023120907,38230,17.25,5000,COMPLETED
ORD03876,CUST05348,DRV02775,SRV01,PAY03,LOC05079,T2024021622,88649,16.61,10000,
ORD03877,CUST07630,DRV01433,SRV03,PAY01,LOC03374,T2023030102,77283,10.61,10000,COMPLETED
ORD03878,CUST01505,DRV01085,SRV03,PAY03,LOC08508,T2023122821,85087,8.78,5000,completed
ORD03879,CUST07406,DRV05606,SRV03,PAY03,LOC09983,T2023030715,70289,6.64,10000,cancelled
ORD03880,CUST07738,DRV05512,SRV02,PAY01,LOC06142,T2023051213,195562,14.16,10000,cancelled
ORD03881,CUST04175,DRV08876,SRV02,PAY01,LOC06253,T2024020813,94253,16.44,5000,cancelled
ORD03882,CUST00102,DRV02641,SRV03,PAY02,LOC08834,T2023072504,155388,4.13,5000,COMPLETED
ORD03883,CUST02369,DRV05477,SRV01,PAY02,LOC08308,T2023010518,190146,9.33,10000,cancelled
ORD03884,CUST01926,DRV08578,SRV02,PAY02,LOC00243,T2023081101,169560,4.31,5000,completed
ORD03885,CUST03758,DRV03458,SRV03,PAY02,LOC07298,T2023083113,198325,10.55,0,cancelled
ORD03886,CUST01249,DRV03692,SRV02,PAY02,LOC04254,T2023060800,121842,8.18,10000,COMPLETED
ORD03887,CUST06194,DRV06735,SRV03,PAY01,LOC04092,T2023032513,65501,2.37,0,
ORD03888,CUST02212,DRV01138,SRV03,PAY01,LOC04904,T2023031412,160034,18.11,10000,
ORD03889,CUST03988,DRV02775,SRV03,PAY02,LOC01478,T2023061412,74846,2.14,0,
ORD03890,CUST01169,DRV05711,SRV01,PAY01,LOC09478,T2023093018,18947,14.67,0,
ORD03891,CUST08381,DRV08802,SRV03,PAY02,LOC02520,T2023020615,58263,8.65,0,cancelled
ORD03892,CUST00691,DRV09964,SRV03,PAY02,LOC04006,T2023070403,149547,19.1,0,
ORD03893,CUST07333,DRV09339,SRV02,PAY01,LOC02922,T2023123014,184740,18.85,5000,
ORD03894,CUST08584,DRV01305,SRV01,PAY03,LOC07510,T2023082417,19403,19.41,5000,completed
ORD03895,CUST05838,DRV05308,SRV03,PAY03,LOC00416,T2023041414,189565,1.94,0,completed
ORD03896,CUST09112,DRV08924,SRV02,PAY01,LOC06216,T2023011902,43130,13.05,10000,
ORD03897,CUST05877,DRV06098,SRV02,PAY01,LOC04804,T2023040623,189636,14.43,10000,completed
ORD03898,CUST08843,DRV00277,SRV01,PAY01,LOC09936,T2023022317,147824,3.87,0,cancelled
ORD03899,CUST06171,DRV05328,SRV01,PAY02,LOC01208,T2023110605,160502,19.16,0,COMPLETED
ORD03900,CUST03530,DRV03397,SRV01,PAY03,LOC05562,T2023041900,155195,10.71,0,cancelled
ORD03901,CUST04205,DRV00259,SRV01,PAY02,LOC00362,T2023092214,138898,2.23,0,
ORD03902,CUST06433,DRV08873,SRV01,PAY02,LOC01772,T2023072303,136197,10.33,5000,COMPLETED
ORD03903,CUST01588,DRV01699,SRV02,PAY02,LOC07242,T2023070407,60188,19.99,10000,completed
ORD03904,CUST09402,DRV06550,SRV02,PAY01,LOC05916,T2023101912,90046,5.79,5000,
ORD03905,CUST07392,DRV02596,SRV01,PAY02,LOC04531,T2023022810,-50000,4.94,5000,COMPLETED
ORD03906,CUST00907,DRV07148,SRV02,PAY01,LOC04790,T2023041616,193931,5.13,5000,cancelled
ORD03907,CUST05812,DRV08234,SRV02,PAY03,LOC05206,T2023020214,163546,7.83,5000,completed
ORD03908,CUST04254,DRV06550,SRV01,PAY01,LOC08373,T2024010317,57415,8.54,10000,COMPLETED
ORD03909,CUST03374,DRV00743,SRV02,PAY01,LOC01316,T2023110600,100237,3.63,0,cancelled
ORD03910,CUST03704,DRV06821,SRV02,PAY02,LOC00180,T2023121618,40386,5.82,5000,
ORD03911,CUST08356,DRV04841,SRV03,PAY02,LOC02868,T2023072220,148701,12.03,5000,completed
ORD03912,CUST06346,DRV08478,SRV03,PAY01,LOC04319,T2023100921,133946,19.59,10000,cancelled
ORD03913,CUST02883,DRV02681,SRV01,PAY01,LOC07163,T2023082704,93721,10.36,0,
ORD03914,CUST02184,DRV01311,SRV02,PAY01,LOC08908,T2023092911,156039,17.26,5000,cancelled
ORD03915,CUST01650,DRV06929,SRV03,PAY02,LOC08489,T2023062117,152340,3.58,5000,cancelled
ORD03916,CUST09907,DRV05311,SRV03,PAY02,LOC00828,T2023111200,22395,12.67,5000,completed
ORD03917,CUST09695,DRV07971,SRV01,PAY01,LOC07028,T2023040714,61738,9.13,0,COMPLETED
ORD03918,CUST00595,DRV03110,SRV02,PAY03,LOC05416,T2023012601,156486,6.5,0,cancelled
ORD03919,CUST02813,DRV02957,SRV03,PAY03,LOC07075,T2023092921,77244,14.75,0,completed
ORD03920,CUST00754,DRV04174,SRV02,PAY03,LOC09792,T2023062107,68355,9.91,5000,cancelled
ORD03921,CUST08229,DRV00818,SRV02,PAY01,LOC01189,T2023022610,90928,13.57,5000,COMPLETED
ORD03922,CUST05784,DRV04719,SRV01,PAY01,LOC08465,T2024013005,1,11.61,0,COMPLETED
ORD03923,CUST05689,DRV02346,SRV03,PAY02,LOC02572,T2023052402,122813,6.33,5000,COMPLETED
ORD03924,CUST02603,DRV06046,SRV01,PAY03,LOC01440,T2023092503,173261,7.29,0,cancelled
ORD03925,CUST06794,DRV00524,SRV02,PAY03,LOC07877,T2023072304,-50000,3.53,0,COMPLETED
ORD03926,CUST07825,DRV02794,SRV02,PAY01,LOC03105,T2023072518,35627,8.05,0,completed
ORD03927,CUST09087,DRV08428,SRV02,PAY03,LOC04502,T2023070405,103276,2.66,0,COMPLETED
ORD03928,CUST00665,DRV06908,SRV02,PAY02,LOC07199,T2023021318,127698,17.77,5000,COMPLETED
ORD03929,CUST08665,DRV08728,SRV03,PAY01,LOC05413,T2023031720,132633,9.68,0,completed
ORD03930,CUST03571,DRV04600,SRV03,PAY03,LOC09621,T2023021810,22459,2.32,5000,completed
ORD03931,CUST01580,DRV06215,SRV03,PAY03,LOC05563,T2024020907,84274,7.07,0,
ORD03932,CUST09291,DRV00691,SRV02,PAY01,LOC09480,T2023041016,77994,7.93,10000,completed
ORD03933,CUST05700,DRV04388,SRV02,PAY03,LOC00350,T2023112404,113563,19.94,10000,cancelled
ORD03934,CUST05014,DRV09427,SRV01,PAY02,LOC00935,T2023032720,199855,4.87,5000,cancelled
ORD03935,CUST09239,DRV08035,SRV03,PAY01,LOC02627,T2023080813,81731,13.48,0,completed
ORD03936,CUST06056,DRV06078,SRV02,PAY03,LOC01290,T2023082916,179324,2.33,10000,COMPLETED
ORD03937,CUST00991,DRV05628,SRV03,PAY03,LOC08740,T2023011400,46269,19.16,0,completed
ORD03938,CUST00384,DRV08372,SRV01,PAY02,LOC09410,T2023072910,92827,11.09,0,completed
ORD03939,CUST01242,DRV02303,SRV03,PAY03,LOC06448,T2023102414,48621,11.24,10000,
ORD03940,CUST04909,DRV04291,SRV01,PAY01,LOC09644,T2023051617,1,6.37,5000,
ORD03941,CUST04714,DRV04306,SRV01,PAY01,LOC02214,T2024020221,60341,17.6,5000,
ORD03942,CUST05521,DRV09290,SRV03,PAY02,LOC05546,T2023022606,93938,4.61,0,COMPLETED
ORD03943,CUST05686,DRV00305,SRV02,PAY03,LOC03012,T2023051323,81974,3.4,5000,
ORD03944,CUST00576,DRV02514,SRV01,PAY01,LOC02374,T2023111613,120928,19.8,0,completed
ORD03945,CUST05009,DRV02030,SRV02,PAY02,LOC07682,T2023101020,154930,5.54,5000,
ORD03946,CUST02709,DRV04234,SRV01,PAY03,LOC06992,T2023052507,162471,17.1,0,
ORD03947,CUST04712,DRV00583,SRV03,PAY03,LOC08360,T2023112413,74047,9.03,10000,completed
ORD03948,CUST07611,DRV09694,SRV03,PAY03,LOC06942,T2023120703,180519,3.0,5000,COMPLETED
ORD03949,CUST03408,DRV00886,SRV02,PAY01,LOC05941,T2023101613,101673,2.23,0,
ORD03950,CUST05001,DRV03475,SRV02,PAY01,LOC07068,T2024020623,118991,1.62,5000,completed
ORD03951,CUST02923,DRV05357,SRV01,PAY03,LOC08338,T2023091401,38922,18.22,0,cancelled
ORD03952,CUST05107,DRV08054,SRV03,PAY02,LOC02436,T2023062018,34620,6.07,10000,
ORD03953,CUST08714,DRV05968,SRV01,PAY01,LOC08081,T2023112318,35962,19.38,0,completed
ORD03954,CUST03376,DRV09248,SRV03,PAY03,LOC07599,T2023011807,51191,6.25,0,
ORD03955,CUST03889,DRV04229,SRV01,PAY03,LOC02726,T2023012508,164391,9.2,0,cancelled
ORD03956,CUST07164,DRV05400,SRV02,PAY02,LOC02980,T2023100205,20224,7.81,0,completed
ORD03957,CUST02168,DRV08521,SRV02,PAY02,LOC06542,T2023020918,22052,12.66,10000,completed
ORD03958,CUST02086,DRV01568,SRV03,PAY01,LOC01940,T2023040415,74845,11.47,0,COMPLETED
ORD03959,CUST01927,DRV09425,SRV02,PAY03,LOC04822,T2023011518,36008,16.9,5000,cancelled
ORD03960,CUST03630,DRV08114,SRV01,PAY02,LOC07424,T2023071723,152496,16.41,0,completed
ORD03961,CUST07689,DRV01023,SRV02,PAY03,LOC06453,T2023100923,123634,15.74,5000,
ORD03962,CUST09038,DRV02192,SRV01,PAY02,LOC01784,T2023073111,186961,1.82,5000,COMPLETED
ORD03963,CUST04477,DRV00293,SRV02,PAY02,LOC02233,T2024010915,164554,9.86,5000,completed
ORD03964,CUST07434,DRV01663,SRV02,PAY02,LOC06863,T2023082917,1,16.27,0,cancelled
ORD03965,CUST04656,DRV01950,SRV03,PAY01,LOC03696,T2023110910,148365,11.5,10000,COMPLETED
ORD03966,CUST06076,DRV09585,SRV03,PAY02,LOC02466,T2024012716,73731,4.36,5000,completed
ORD03967,CUST04764,DRV09465,SRV03,PAY01,LOC06702,T2023040110,162242,8.36,0,completed
ORD03968,CUST06767,DRV03595,SRV01,PAY02,LOC04115,T2023012101,98101,13.95,5000,cancelled
ORD03969,CUST06044,DRV07148,SRV01,PAY03,LOC00430,T2023102707,94177,5.12,0,completed
ORD03970,CUST05025,DRV04270,SRV03,PAY03,LOC09227,T2023072507,54025,7.86,0,cancelled
ORD03971,CUST02475,DRV06625,SRV01,PAY03,LOC05492,T2023122011,145238,3.6,0,
ORD03972,CUST03544,DRV08400,SRV02,PAY03,LOC03721,T2024012210,77053,8.56,0,cancelled
ORD03973,CUST08079,DRV07627,SRV01,PAY03,LOC09576,T2023072113,24338,13.62,5000,completed
ORD03974,CUST06270,DRV08999,SRV03,PAY02,LOC00596,T2023072900,143350,14.14,0,cancelled
ORD03975,CUST01144,DRV08862,SRV01,PAY02,LOC04314,T2023050519,152370,15.18,10000,COMPLETED
ORD03976,CUST06953,DRV08672,SRV01,PAY02,LOC04653,T2023072412,121838,18.53,0,COMPLETED
ORD03977,CUST00719,DRV01181,SRV02,PAY01,LOC06419,T2023021423,159055,9.48,0,
ORD03978,CUST07545,DRV08592,SRV01,PAY01,LOC05219,T2023042317,148175,6.55,10000,cancelled
ORD03979,CUST08956,DRV00763,SRV03,PAY03,LOC07776,T2023071601,86817,19.4,5000,
ORD03980,CUST00374,DRV07193,SRV02,PAY02,LOC02029,T2023091001,62810,7.28,0,cancelled
ORD03981,CUST04656,DRV03229,SRV01,PAY01,LOC04547,T2024021717,30353,18.48,5000,cancelled
ORD03982,CUST07796,DRV01991,SRV03,PAY03,LOC05231,T2023040501,86864,15.47,10000,COMPLETED
ORD03983,CUST08059,DRV07676,SRV01,PAY03,LOC01097,T2023032113,150911,18.02,0,cancelled
ORD03984,CUST02036,DRV03970,SRV01,PAY01,LOC03628,T2023082902,130328,10.06,0,COMPLETED
ORD03985,CUST06508,DRV04224,SRV02,PAY02,LOC06112,T2023020710,75821,4.82,0,COMPLETED
ORD03986,CUST01842,DRV01902,SRV03,PAY02,LOC00152,T2023101113,137692,11.47,5000,cancelled
ORD03987,CUST00930,DRV08242,SRV01,PAY03,LOC07871,T2023092418,196436,4.78,0,cancelled
ORD03988,CUST07034,DRV06189,SRV01,PAY03,LOC05089,T2023020320,191004,17.67,5000,
ORD03989,CUST04225,DRV00048,SRV03,PAY01,LOC04756,T2023042019,132923,10.17,0,cancelled
ORD03990,CUST04816,DRV00442,SRV03,PAY02,LOC03566,T2023080401,130811,6.95,10000,COMPLETED
ORD03991,CUST08786,DRV01219,SRV03,PAY03,LOC04788,T2023050113,115407,3.21,10000,
ORD03992,CUST03632,DRV07433,SRV03,PAY01,LOC07639,T2023080202,115145,5.53,0,
ORD03993,CUST01591,DRV08448,SRV01,PAY03,LOC06578,T2023022708,134223,8.09,0,COMPLETED
ORD03994,CUST06977,DRV08073,SRV01,PAY02,LOC03488,T2023040222,123496,6.07,5000,cancelled
ORD03995,CUST06818,DRV05480,SRV02,PAY02,LOC03014,T2023082208,180700,7.27,0,
ORD03996,CUST04043,DRV01658,SRV01,PAY01,LOC07124,T2024021802,162690,14.58,5000,
ORD03997,CUST05963,DRV06039,SRV01,PAY01,LOC01315,T2023052508,111695,19.65,10000,completed
ORD03998,CUST03299,DRV06506,SRV02,PAY03,LOC03954,T2023011712,176931,5.65,0,
ORD03999,CUST08551,DRV01544,SRV02,PAY03,LOC04890,T2023111821,136166,10.72,0,
ORD04000,CUST09754,DRV02937,SRV03,PAY02,LOC01175,T2023011910,97286,16.83,0,COMPLETED
ORD04001,CUST00805,DRV07404,SRV02,PAY03,LOC05604,T2023012205,50828,3.49,5000,cancelled
ORD04002,CUST06183,DRV02458,SRV02,PAY01,LOC03212,T2024011821,71391,18.1,0,
ORD04003,CUST07311,DRV07234,SRV02,PAY02,LOC06388,T2023012210,172226,6.81,5000,cancelled
ORD04004,CUST05834,DRV00053,SRV03,PAY01,LOC06326,T2023083104,82000,15.05,5000,
ORD04005,CUST03346,DRV04298,SRV01,PAY01,LOC09815,T2024013014,114625,3.53,0,cancelled
ORD04006,CUST06244,DRV03180,SRV03,PAY02,LOC00965,T2023052822,108897,7.83,0,
ORD04007,CUST05242,DRV04494,SRV01,PAY01,LOC00989,T2023111609,46322,4.55,0,cancelled
ORD04008,CUST05411,DRV05515,SRV03,PAY03,LOC09360,T2023031612,188866,5.21,0,COMPLETED
ORD04009,CUST02998,DRV09886,SRV02,PAY01,LOC05654,T2023111822,138542,16.71,0,completed
ORD04010,CUST06506,DRV04208,SRV03,PAY03,LOC07771,T2023071806,175156,2.77,0,completed
ORD04011,CUST05651,DRV09966,SRV02,PAY01,LOC06759,T2023082122,33645,9.47,10000,completed
ORD04012,CUST05372,DRV07467,SRV02,PAY02,LOC07467,T2023112515,57915,14.18,0,completed
ORD04013,CUST03954,DRV01266,SRV01,PAY02,LOC06965,T2024021901,177365,15.46,0,completed
ORD04014,CUST09621,DRV07010,SRV03,PAY03,LOC04764,T2023011511,85351,15.68,0,cancelled
ORD04015,CUST07783,DRV04237,SRV02,PAY03,LOC00338,T2023051709,133650,2.05,10000,COMPLETED
ORD04016,CUST07360,DRV00285,SRV01,PAY01,LOC06742,T2024013005,143989,14.94,0,cancelled
ORD04017,CUST08616,DRV01863,SRV01,PAY02,LOC09104,T2023071500,144467,15.47,10000,cancelled
ORD04018,CUST06509,DRV09926,SRV01,PAY03,LOC08834,T2023042907,145734,3.12,0,COMPLETED
ORD04019,CUST01755,DRV05743,SRV03,PAY01,LOC07535,T2023101517,137759,14.05,0,COMPLETED
ORD04020,CUST05509,DRV06695,SRV02,PAY03,LOC01731,T2023080218,194747,2.89,5000,completed
ORD04021,CUST08605,DRV01405,SRV02,PAY02,LOC09286,T2024020619,166839,10.51,0,COMPLETED
ORD04022,CUST03602,DRV00004,SRV02,PAY03,LOC00357,T2023060909,82023,16.88,5000,
ORD04023,CUST00937,DRV08072,SRV03,PAY01,LOC09176,T2023041612,125650,4.52,10000,completed
ORD04024,CUST07307,DRV01827,SRV03,PAY01,LOC05335,T2023022811,56104,11.63,0,COMPLETED
ORD04025,CUST07774,DRV06833,SRV01,PAY02,LOC07020,T2023072802,145584,17.48,0,
ORD04026,CUST04259,DRV06975,SRV02,PAY03,LOC00424,T2023041016,49800,14.02,0,
ORD04027,CUST06545,DRV00721,SRV01,PAY01,LOC07088,T2023060213,1,16.27,0,
ORD04028,CUST00152,DRV03158,SRV03,PAY02,LOC05901,T2023030218,87482,6.27,0,
ORD04029,CUST07488,DRV02244,SRV03,PAY03,LOC06493,T2023042009,43452,17.09,0,cancelled
ORD04030,CUST01950,DRV07062,SRV03,PAY01,LOC00345,T2023082819,43956,11.05,0,COMPLETED
ORD04031,CUST03840,DRV06239,SRV01,PAY03,LOC08477,T2023092720,114531,7.22,0,
ORD04032,CUST01940,DRV08819,SRV01,PAY02,LOC00202,T2023022607,145542,11.14,10000,
ORD04033,CUST03242,DRV04113,SRV02,PAY01,LOC02589,T2023121200,157762,1.79,0,COMPLETED
ORD04034,CUST08932,DRV08673,SRV03,PAY01,LOC04867,T2023111500,31555,12.0,10000,COMPLETED
ORD04035,CUST04206,DRV02018,SRV02,PAY01,LOC08791,T2023060816,188919,18.43,10000,cancelled
ORD04036,CUST05896,DRV05650,SRV03,PAY03,LOC06237,T2023010402,1,11.71,0,completed
ORD04037,CUST07546,DRV01693,SRV02,PAY01,LOC04686,T2023071102,46616,16.15,0,COMPLETED
ORD04038,CUST09300,DRV04413,SRV03,PAY01,LOC07400,T2023031304,60194,14.91,0,COMPLETED
ORD04039,CUST01242,DRV07806,SRV02,PAY02,LOC09575,T2023102411,77361,9.17,5000,completed
ORD04040,CUST04255,DRV01741,SRV02,PAY02,LOC05390,T2024020800,94523,4.83,10000,cancelled
ORD04041,CUST08862,DRV01485,SRV03,PAY01,LOC04555,T2023111716,135585,19.65,5000,completed
ORD04042,CUST03536,DRV05318,SRV01,PAY02,LOC04183,T2023122819,131060,6.76,0,completed
ORD04043,CUST09431,DRV04950,SRV02,PAY02,LOC07435,T2024011805,132927,6.02,10000,COMPLETED
ORD04044,CUST05121,DRV05452,SRV02,PAY02,LOC08179,T2023021618,154846,17.67,5000,cancelled
ORD04045,CUST02785,DRV04465,SRV03,PAY01,LOC06115,T2023111808,154840,10.1,0,cancelled
ORD04046,CUST00677,DRV03941,SRV03,PAY03,LOC09064,T2023092907,59196,11.35,10000,
ORD04047,CUST09248,DRV08550,SRV02,PAY02,LOC00178,T2023030704,33014,11.2,5000,COMPLETED
ORD04048,CUST01283,DRV07320,SRV02,PAY02,LOC08219,T2023011809,25114,14.66,10000,COMPLETED
ORD04049,CUST08885,DRV08365,SRV02,PAY02,LOC06273,T2024011323,178689,6.59,5000,completed
ORD04050,CUST04878,DRV01414,SRV01,PAY02,LOC03990,T2023100511,134468,2.58,5000,COMPLETED
ORD04051,CUST02032,DRV05830,SRV01,PAY01,LOC02187,T2023011700,144639,17.63,0,
ORD04052,CUST08656,DRV05026,SRV01,PAY02,LOC06041,T2023041904,109315,1.92,0,
ORD04053,CUST02345,DRV07300,SRV02,PAY01,LOC02654,T2023081512,138439,10.53,5000,
ORD04054,CUST00514,DRV06455,SRV02,PAY03,LOC02098,T2023062023,133918,18.75,5000,completed
ORD04055,CUST01147,DRV09383,SRV02,PAY01,LOC01610,T2023111005,90050,17.32,5000,completed
ORD04056,CUST06644,DRV05085,SRV01,PAY02,LOC00276,T2023080616,177617,17.18,0,
ORD04057,CUST08651,DRV02428,SRV03,PAY01,LOC09798,T2023032712,147063,19.22,10000,cancelled
ORD04058,CUST03981,DRV02488,SRV01,PAY01,LOC06564,T2024020203,19193,15.13,5000,completed
ORD04059,CUST02423,DRV04040,SRV01,PAY03,LOC04880,T2023082623,64088,13.74,0,completed
ORD04060,CUST07009,DRV01617,SRV01,PAY03,LOC01887,T2024012602,29136,17.89,10000,COMPLETED
ORD04061,CUST01332,DRV07814,SRV01,PAY01,LOC07564,T2023101322,167417,2.37,5000,completed
ORD04062,CUST09878,DRV08219,SRV02,PAY01,LOC01595,T2023050505,41201,2.36,10000,COMPLETED
ORD04063,CUST08075,DRV09372,SRV02,PAY02,LOC01591,T2023051818,145364,4.01,10000,
ORD04064,CUST08493,DRV01012,SRV01,PAY01,LOC09178,T2023072101,172546,12.28,10000,cancelled
ORD04065,CUST07277,DRV08125,SRV03,PAY03,LOC04978,T2023091612,162470,10.26,0,
ORD04066,CUST03191,DRV07340,SRV02,PAY01,LOC05270,T2023091911,38831,10.81,0,
ORD04067,CUST09302,DRV02686,SRV03,PAY03,LOC08542,T2024010606,76006,10.14,5000,
ORD04068,CUST04321,DRV00531,SRV02,PAY02,LOC04903,T2023102403,76544,19.75,0,cancelled
ORD04069,CUST09292,DRV09870,SRV01,PAY02,LOC04924,T2023112910,118847,11.06,0,COMPLETED
ORD04070,CUST04953,DRV05212,SRV03,PAY02,LOC09019,T2023080623,190734,6.07,5000,COMPLETED
ORD04071,CUST07655,DRV00667,SRV02,PAY02,LOC03437,T2024010706,79942,1.94,5000,
ORD04072,CUST00542,DRV04684,SRV01,PAY01,LOC06358,T2023070118,84981,6.89,0,completed
ORD04073,CUST09814,DRV04239,SRV03,PAY01,LOC03805,T2023030614,59464,14.01,5000,cancelled
ORD04074,CUST01649,DRV04131,SRV01,PAY01,LOC09917,T2023103112,145966,17.12,5000,COMPLETED
ORD04075,CUST04628,DRV05417,SRV02,PAY03,LOC03577,T2023041314,99792,4.34,0,COMPLETED
ORD04076,CUST08208,DRV08133,SRV03,PAY03,LOC03925,T2023010618,1,11.51,10000,
ORD04077,CUST02490,DRV03091,SRV02,PAY03,LOC04894,T2023072405,188605,9.34,0,COMPLETED
ORD04078,CUST07405,DRV02102,SRV03,PAY03,LOC04429,T2024011400,168257,9.84,5000,
ORD04079,CUST08181,DRV01206,SRV01,PAY03,LOC03709,T2023101817,76974,19.62,5000,completed
ORD04080,CUST01345,DRV00537,SRV03,PAY02,LOC05624,T2023120804,95467,6.16,0,COMPLETED
ORD04081,CUST07107,DRV03470,SRV01,PAY02,LOC05864,T2023121911,16673,10.67,0,completed
ORD04082,CUST07438,DRV09959,SRV01,PAY02,LOC03876,T2024011201,95654,5.05,0,completed
ORD04083,CUST01918,DRV06519,SRV03,PAY02,LOC06739,T2023120322,157415,8.9,0,COMPLETED
ORD04084,CUST04831,DRV00477,SRV02,PAY01,LOC05741,T2024021106,75542,15.83,0,cancelled
ORD04085,CUST03690,DRV09916,SRV03,PAY01,LOC07624,T2023031316,67191,10.52,0,cancelled
ORD04086,CUST00407,DRV05494,SRV02,PAY03,LOC01185,T2023010210,105503,13.05,5000,cancelled
ORD04087,CUST05142,DRV09972,SRV03,PAY01,LOC00431,T2023101211,115867,8.01,5000,completed
ORD04088,CUST01918,DRV04115,SRV03,PAY02,LOC06508,T2023033008,15066,13.2,0,
ORD04089,CUST06511,DRV03447,SRV02,PAY02,LOC00325,T2023011515,140478,3.3,0,completed
ORD04090,CUST03615,DRV09706,SRV03,PAY03,LOC03618,T2023111818,29081,5.18,0,cancelled
ORD04091,CUST02446,DRV06306,SRV03,PAY01,LOC02032,T2023112805,137893,5.04,10000,
ORD04092,CUST06174,DRV04300,SRV01,PAY02,LOC07304,T2024010508,21744,14.78,10000,
ORD04093,CUST05269,DRV03285,SRV02,PAY01,LOC04740,T2023020816,155310,7.51,10000,COMPLETED
ORD04094,CUST02186,DRV08349,SRV03,PAY02,LOC06325,T2023112605,96778,9.82,10000,
ORD04095,CUST05395,DRV03023,SRV01,PAY02,LOC02058,T2023061603,146978,9.77,0,completed
ORD04096,CUST04587,DRV07782,SRV03,PAY03,LOC03208,T2024010701,134133,12.36,0,COMPLETED
ORD04097,CUST02584,DRV09954,SRV01,PAY02,LOC09604,T2023042605,131239,3.46,10000,COMPLETED
ORD04098,CUST04044,DRV07231,SRV03,PAY03,LOC09832,T2023092806,17329,10.42,10000,cancelled
ORD04099,CUST07138,DRV05740,SRV02,PAY01,LOC00787,T2023112907,105540,4.72,5000,completed
ORD04100,CUST00824,DRV03565,SRV02,PAY01,LOC02772,T2024021104,196988,19.88,0,COMPLETED
ORD04101,CUST07002,DRV07266,SRV02,PAY01,LOC02966,T2023053018,117003,11.69,0,
ORD04102,CUST09937,DRV01679,SRV01,PAY01,LOC01011,T2023040810,37326,14.28,0,completed
ORD04103,CUST08105,DRV01201,SRV03,PAY02,LOC04934,T2023113022,158685,17.69,0,COMPLETED
ORD04104,CUST07928,DRV00497,SRV03,PAY02,LOC07950,T2023070723,198570,2.52,0,completed
ORD04105,CUST03796,DRV03689,SRV02,PAY01,LOC04476,T2023110218,110013,6.96,10000,COMPLETED
ORD04106,CUST08276,DRV08835,SRV02,PAY01,LOC00862,T2023030422,175423,12.71,0,completed
ORD04107,CUST01288,DRV05937,SRV01,PAY03,LOC02931,T2023060218,153048,16.89,10000,
ORD04108,CUST05750,DRV06860,SRV03,PAY02,LOC07437,T2023030701,65605,9.57,0,
ORD04109,CUST05442,DRV03770,SRV01,PAY03,LOC08878,T2023060701,60969,13.09,0,COMPLETED
ORD04110,CUST07007,DRV01364,SRV01,PAY02,LOC08154,T2024013007,175328,5.01,10000,completed
ORD04111,CUST00911,DRV01652,SRV03,PAY01,LOC01631,T2023073002,54681,4.6,10000,
ORD04112,CUST00864,DRV01735,SRV02,PAY01,LOC08634,T2023083112,115001,19.99,10000,cancelled
ORD04113,CUST00592,DRV00529,SRV03,PAY02,LOC08600,T2023080501,121739,17.57,5000,
ORD04114,CUST09183,DRV04566,SRV03,PAY01,LOC08205,T2023030303,67421,10.91,10000,completed
ORD04115,CUST06770,DRV02020,SRV01,PAY03,LOC04678,T2023060800,116097,17.34,0,cancelled
ORD04116,CUST07395,DRV09113,SRV02,PAY03,LOC03114,T2023071909,1,5.61,5000,completed
ORD04117,CUST09568,DRV05383,SRV03,PAY02,LOC02680,T2023102414,92803,2.4,0,COMPLETED
ORD04118,CUST07891,DRV04312,SRV02,PAY01,LOC08226,T2023021400,42647,8.53,0,completed
ORD04119,CUST03041,DRV03627,SRV02,PAY02,LOC02728,T2023061801,139646,19.57,5000,
ORD04120,CUST08706,DRV03359,SRV02,PAY03,LOC09165,T2023122915,22889,10.12,0,
ORD04121,CUST08329,DRV06677,SRV01,PAY02,LOC08275,T2023031710,20920,3.1,0,cancelled
